epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,76.8817,2.11303,3.03654,2.06587,0,0,0,0,0,32.8222,0,0.000514312,0.000514312,0.000514312
28,79.7013,1.36598,2.84776,1.68001,0,0,0,0,0,37.7598,0,0.00051194,0.00051194,0.00051194
29,82.5012,1.45673,2.70899,1.88633,0,0,0,0,0,37.7598,0,0.000507984,0.000507984,0.000507984
30,85.2652,0.51016,8.58676,0.61856,0,0,0,0,0,20.3315,0,0.000502444,0.000502444,0.000502444
31,87.9684,2.69725,5.93469,2.61017,0,0,0,0,0,20.3315,0,0.00049532,0.00049532,0.00049532
32,90.8447,1.65707,3.31532,2.11613,0,0,0,0,0,20.3315,0,0.000486612,0.000486612,0.000486612
33,93.7314,2.04752,2.89923,1.90685,0,0,0,0,0,46.3701,0,0.00047632,0.00047632,0.00047632
34,96.4659,1.34755,2.93187,1.49399,0,0,0,0,0,46.3701,0,0.000464444,0.000464444,0.000464444
35,99.1377,1.36289,5.16467,0.98835,0,0,0,0,0,46.3701,0,0.000450984,0.000450984,0.000450984
36,101.904,2.35083,3.42609,2.20329,0,0,0,0,0,73.0277,0,0.00043594,0.00043594,0.00043594
37,104.634,1.90881,3.17076,1.87758,0,0,0,0,0,73.0277,0,0.000419312,0.000419312,0.000419312
38,107.498,0.72648,2.92896,1.19006,0,0,0,0,0,73.0277,0,0.0004011,0.0004011,0.0004011
39,110.23,1.91979,3.85007,1.73772,0,0,0,0,0,8.98806,0,0.000381304,0.000381304,0.000381304
40,113.226,1.35756,2.74306,1.6987,0,0,0,0,0,8.98806,0,0.000359924,0.000359924,0.000359924
41,115.923,1.03512,3.41934,1.4152,0,0,0,0,0,8.98806,0,0.00033696,0.00033696,0.00033696
42,118.637,1.66816,3.25401,2.35923,0,0,0,0,0,2.69308,0,0.000312412,0.000312412,0.000312412
43,121.346,1.77796,3.22493,2.12478,0,0,0,0,0,2.69308,0,0.00028628,0.00028628,0.00028628
44,124.126,0.48046,3.65473,0.68119,0,0,0,0,0,2.69308,0,0.000258564,0.000258564,0.000258564
45,126.961,0.51526,3.92503,0.77176,0,0,0,0,0,2.69308,0,0.000229264,0.000229264,0.000229264
46,129.979,0.45527,3.79766,0.60373,0,0,0,0,0,2.68238,0,0.00019838,0.00019838,0.00019838
47,132.795,0.36528,3.31777,0.54386,0,0,0,0,0,2.68238,0,0.000165912,0.000165912,0.000165912
48,135.582,0.40437,3.20632,0.68598,0,0,0,0,0,2.68238,0,0.00013186,0.00013186,0.00013186
49,138.412,0.60862,1.89371,1.15766,0,0,0,0,0,2.68238,0,9.6224e-05,9.6224e-05,9.6224e-05
50,141.296,0.43497,3.78488,0.70752,0,0,0,0,0,2.53587,0,5.9004e-05,5.9004e-05,5.9004e-05
